N_EXPEDIENT,CODI_DISTRICTE,DISTRICTE,CODI_BARRI,BARRI,TIPUS_CARRER,CARRER,TIPUS_NUM,NUM1,LLETRA1,NUM2,LLETRA2,BLOC,PORTAL,ESCALA,PIS,PORTA,NUMERO_REGISTRE_GENERALITAT,NUMERO_PLACES,LONGITUD_X,LATITUD_Y,
02-2013-0974,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CORSEGA,1,193,,,,,,,3,2,HUTB-006313,8,2.149725163,41.38840448,
02-2013-0976,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CORSEGA,1,193,,,,,,,2,2,HUTB-006315,9,2.149725163,41.38840448,
02-2013-0977,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CORSEGA,1,193,,,,,,,EN,2,HUTB-006314,7,2.149725163,41.38840448,
02-2013-0973,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Rambla,CATALUNYA,1,113,,,,,,,PR,1,HUTB-006292,18,2.158153087,41.3920871,
02-2013-2004,2,L'EIXAMPLE,10,Sant Antoni,Carrer,SEPULVEDA,1,151,,,,,,,SA,2,HUTB-007756,3,2.160072838,41.38049604,
06-2013-0640,6,GRACIA,31,la Vila de Gràcia,Carrer,PERE SERAFI,2,38,,,,,,,1,3,HUTB-007755,5,2.15369764,41.39980243,
01-2018-0197,1,CIUTAT VELLA,2,el Barri Gòtic,Carrer,PETRITXOL,1,17,,,,,,,3,2,HUTB-041022,4,2.171404247,41.38132773,
01-2018-0195,1,CIUTAT VELLA,2,el Barri Gòtic,Carrer,PETRITXOL,1,17,,,,,,,3,1,HUTB-041021,5,2.171404247,41.38132773,
07-2014-0358,7,HORTA-GUINARDÓ,35,el Guinardó,Carrer,LLOBET I VALL-LLOSERA,2,8,,,,,,,EN,3,HUTB-012943,5,2.171452438,41.42007916,
02-2014-0340,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,MALLORCA,1,217,,,,,,,1,2,HUTB-008625,12,2.157695021,41.38928535,
02-2013-2098,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Gran Via,CORTS CATALANES,1,667,,,,,,,PR,2,HUTB-007838,4,2.172887248,41.39220146,
02-2014-0485,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,TRAFALGAR,1,33,,,,,,,1,1,HUTB-009459,2,2.175683718,41.38793316,
02-2014-0486,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,TRAFALGAR,1,33,,,,,,,1,3,HUTB-009458,4,2.175683718,41.38793316,
02-2014-0509,2,L'EIXAMPLE,10,Sant Antoni,Avinguda,PARAL.LEL,2,188,,,,,,,2,4,HUTB-009312,7,2.152103386,41.37335108,
02-2010-0560,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Passeig,GRACIA,2,108,,,,,,,6,3,HUTB-000545,4,2.159288147,41.39436648,
02-2010-0561,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Passeig,GRACIA,2,108,,,,,,,6,2,HUTB-000546,4,2.159288147,41.39436648,
02-2010-0567,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BRUC,1,5,,,,,,,3,1,HUTB-004081,4,2.174674135,41.38761522,
02-2010-0565,2,L'EIXAMPLE,10,Sant Antoni,Carrer,ROCAFORT,2,46,,,,,,,1,1,HUTB-001687,7,2.154593333,41.37578339,
03-2010-0231,3,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,ROSER,1,21,,,,,,,3,4,HUTB-002025,3,2.165835396,41.37182292,
02-2010-0601,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,VALENCIA,1,115,,,,,,,5,1,HUTB-001323,4,2.153454428,41.38439822,
06-2008-0259,6,GRACIA,31,la Vila de Gràcia,Passeig,GRACIA,1,115,,,,,,,3,3,HUTB-000554,8,2.157234259,41.39520062,
06-2008-0260,6,GRACIA,31,la Vila de Gràcia,Passeig,GRACIA,1,115,,,,,,,2,1,HUTB-000555,2,2.157234259,41.39520062,
06-2008-0261,6,GRACIA,31,la Vila de Gràcia,Passeig,GRACIA,1,115,,,,,,,4,1,HUTB-000556,4,2.157234259,41.39520062,
02-2008-0523,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,PAU CLARIS,2,76,,,,,,,PR,2B,HUTB-002660,4,2.170546022,41.38760519,
02-2008-0567,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,283,,,,,,,1,2,HUTB-003451,4,2.160208159,41.38607673,
02-2008-0568,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,283,,,,,,,2,1,HUTB-003452,3,2.160208159,41.38607673,
02-2008-0569,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,283,,,,,,,2,2,HUTB-003453,4,2.160208159,41.38607673,
02-2008-0570,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,283,,,,,,,3,1,HUTB-003454,3,2.160208159,41.38607673,
02-2008-0525,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,PAU CLARIS,2,76,,,,,,,PR,2A,HUTB-002661,4,2.170546022,41.38760519,
02-2008-0535,2,L'EIXAMPLE,6,la Sagrada Família,Avinguda,DIAGONAL,2,320,B,,,,,,4,2,HUTB-003052,5,2.174525106,41.39896737,
02-2008-0663,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,MARINA,1,223,,,,,,,3,2,HUTB-001128,6,2.176312153,41.40023555,
02-2010-0623,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,221,,,,,,D,2,2,HUTB-003437,8,2.156769394,41.38348959,
02-2008-0571,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,283,,,,,,,3,2,HUTB-003455,4,2.160208159,41.38607673,
02-2008-0572,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,283,,,,,,,4,1,HUTB-003456,3,2.160208159,41.38607673,
02-2008-0573,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,283,,,,,,,4,2,HUTB-003457,4,2.160208159,41.38607673,
02-2008-0574,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,283,,,,,,,5,1,HUTB-003458,2,2.160208159,41.38607673,
03-2008-0319,3,SANTS-MONTJUÏC,18,Sants,Rambla,BADAL,2,148,,,,,,,EN,1,HUTB-003928,3,2.13045688,41.37123368,
03-2008-0320,3,SANTS-MONTJUÏC,18,Sants,Rambla,BADAL,2,148,,,,,,,EN,2,HUTB-003929,3,2.13045688,41.37123368,
03-2008-0321,3,SANTS-MONTJUÏC,18,Sants,Rambla,BADAL,2,148,,,,,,,1,1,HUTB-003930,3,2.13045688,41.37123368,
03-2008-0322,3,SANTS-MONTJUÏC,18,Sants,Rambla,BADAL,2,148,,,,,,,1,2,HUTB-003931,3,2.13045688,41.37123368,
03-2008-0323,3,SANTS-MONTJUÏC,18,Sants,Rambla,BADAL,2,148,,,,,,,2,1,HUTB-003932,3,2.13045688,41.37123368,
03-2008-0324,3,SANTS-MONTJUÏC,18,Sants,Rambla,BADAL,2,148,,,,,,,2,2,HUTB-003933,3,2.13045688,41.37123368,
03-2008-0325,3,SANTS-MONTJUÏC,18,Sants,Rambla,BADAL,2,148,,,,,,,3,1,HUTB-003934,3,2.13045688,41.37123368,
03-2008-0326,3,SANTS-MONTJUÏC,18,Sants,Rambla,BADAL,2,148,,,,,,,3,2,HUTB-003935,3,2.13045688,41.37123368,
02-2008-0590,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ARAGO,1,291,,,,,,,2,2,HUTB-003710,2,2.165824025,41.39206256,
02-2008-0656,2,L'EIXAMPLE,6,la Sagrada Família,Avinguda,GAUDI,2,66,,,,,,,1,3,HUTB-000323,6,2.173409877,41.40838069,
10-2008-0259,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,INDEPENDENCIA,2,350,,,,,,,1,,HUTB-000764,3,2.178111049,41.40925546,
05-2008-0142,5,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,CALVET,1,17,,,,,,,7,2,HUTB-002929,7,2.142976157,41.39226742,
05-2008-0143,5,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,CALVET,1,17,,,,,,,3,3,HUTB-002930,7,2.142976157,41.39226742,
05-2008-0144,5,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,CALVET,1,17,,,,,,,3,2,HUTB-002931,7,2.142976157,41.39226742,
02-2008-0658,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,VALENCIA,2,366,,,,,,,PR,3,HUTB-001304,6,2.169461854,41.39616247,
02-2008-0662,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,VALENCIA,2,366,,,,,,,4,1,HUTB-001305,4,2.169461854,41.39616247,
06-2008-0232,6,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,VENTALLO,2,48,,,,,,,EN,2,HUTB-001468,3,2.164017954,41.40653013,
06-2008-0234,6,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,VENTALLO,2,48,,,,,,,1,4,HUTB-001478,4,2.164017954,41.40653013,
06-2008-0235,6,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,VENTALLO,2,48,,,,,,,2,1,HUTB-001479,3,2.164017954,41.40653013,
06-2008-0236,6,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,VENTALLO,2,48,,,,,,,3,1,HUTB-001477,4,2.164017954,41.40653013,
06-2008-0237,6,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,VENTALLO,2,48,,,,,,,3,2,HUTB-001469,4,2.164017954,41.40653013,
10-2008-0260,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,INDEPENDENCIA,2,350,,,,,,,2,,HUTB-000765,3,2.178111049,41.40925546,
10-2008-0261,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,INDEPENDENCIA,2,350,,,,,,,3,,HUTB-000766,3,2.178111049,41.40925546,
02-2008-0681,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,VALENCIA,1,101,,,,,,,AT,1,HUTB-001311,6,2.153010572,41.38406717,
10-2008-0448,10,SANT MARTI,68,el Poblenou,Carrer,BAC DE RODA,1,63,,,,,,,5,3,HUTB-003913,6,2.205815252,41.40326571,
10-2008-0270,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,INDEPENDENCIA,2,350,,,,,,,4,,HUTB-000767,6,2.178111049,41.40925546,
06-2008-0176,6,GRACIA,31,la Vila de Gràcia,Carrer,GRAN DE GRACIA,2,250,,,,,,,2,,HUTB-000659,10,2.149846058,41.4034006,
05-2008-0332,5,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Ronda,GENERAL MITRE,2,226,,,,,,,3,2,HUTB-000352,4,2.146378219,41.40378385,
10-2008-0271,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,INDEPENDENCIA,2,350,,,,,,,5,,HUTB-000768,11,2.178111049,41.40925546,
10-2008-0272,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,INDEPENDENCIA,2,350,,,,,,,AT,,HUTB-000769,8,2.178111049,41.40925546,
02-2008-0548,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,AUSIAS MARC,1,95,,,,,,,1,1,HUTB-003882,5,2.179298012,41.39321753,
02-2008-0549,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,AUSIAS MARC,1,95,,,,,,,1,2,HUTB-003883,5,2.179298012,41.39321753,
02-2008-0550,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,AUSIAS MARC,1,95,,,,,,,2,1,HUTB-003884,5,2.179298012,41.39321753,
02-2008-0551,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,AUSIAS MARC,1,95,,,,,,,2,2,HUTB-003885,5,2.179298012,41.39321753,
02-2008-0422,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,VALENCIA,2,366,,,,,,,3,1,HUTB-001300,11,2.169461854,41.39616247,
07-2008-0185,7,HORTA-GUINARDÓ,33,el Baix Guinardó,Carrer,MARINA,2,366,,,,,,,2,,HUTB-000019,4,2.168556122,41.40643512,
07-2008-0186,7,HORTA-GUINARDÓ,33,el Baix Guinardó,Carrer,MARINA,2,366,,,,,,,1,,HUTB-000020,4,2.168556122,41.40643512,
10-2008-0384,10,SANT MARTI,69,Diagonal Mar i el Front Marítim del Poblenou,Carrer,PELLAIRES,1,25,,,,,,,1,A,HUTB-002695,4,2.209114497,41.40285246,
10-2008-0386,10,SANT MARTI,69,Diagonal Mar i el Front Marítim del Poblenou,Carrer,PELLAIRES,1,25,,,,,,,1,B,HUTB-002700,4,2.209114497,41.40285246,
10-2008-0387,10,SANT MARTI,69,Diagonal Mar i el Front Marítim del Poblenou,Carrer,PELLAIRES,1,25,,,,,,,1,C,HUTB-002697,4,2.209114497,41.40285246,
10-2008-0388,10,SANT MARTI,69,Diagonal Mar i el Front Marítim del Poblenou,Carrer,PELLAIRES,1,25,,,,,,,2,A,HUTB-002698,4,2.209114497,41.40285246,
10-2008-0389,10,SANT MARTI,69,Diagonal Mar i el Front Marítim del Poblenou,Carrer,PELLAIRES,1,25,,,,,,,2,B,HUTB-002699,8,2.209114497,41.40285246,
05-2008-0141,5,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,CALVET,1,17,,,,,,,1,4,HUTB-002928,5,2.142976157,41.39226742,
02-2008-0552,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,AUSIAS MARC,1,95,,,,,,,3,1,HUTB-003886,5,2.179298012,41.39321753,
02-2008-0554,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,AUSIAS MARC,1,95,,,,,,,3,2,HUTB-003887,5,2.179298012,41.39321753,
02-2008-0555,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,AUSIAS MARC,1,95,,,,,,,4,1,HUTB-003888,5,2.179298012,41.39321753,
02-2008-0557,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,AUSIAS MARC,1,95,,,,,,,4,2,HUTB-003889,5,2.179298012,41.39321753,
02-2008-0559,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,AUSIAS MARC,1,95,,,,,,,5,1,HUTB-003890,5,2.179298012,41.39321753,
05-2008-0322,5,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,SAGUES,1,11,,13,,,,,EN,3,HUTB-002114,2,2.144008102,41.39219826,
05-2008-0323,5,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Passatge,MARIMON,1,11,,,,,,,3,2,HUTB-001121,7,2.1467381,41.39274076,
05-2008-0324,5,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Passatge,MARIMON,1,11,,,,,,,2,2,HUTB-001122,7,2.1467381,41.39274076,
06-2008-0207,6,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,INDUSTRIA,2,16,,,,,,,2,2,HUTB-000809,10,2.164617873,41.40100946,
06-2008-0208,6,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,INDUSTRIA,2,16,,,,,,,7,1,HUTB-000810,7,2.164617873,41.40100946,
06-2008-0209,6,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,INDUSTRIA,2,16,,,,,,,4,2,HUTB-000811,10,2.164617873,41.40100946,
10-2008-0390,10,SANT MARTI,69,Diagonal Mar i el Front Marítim del Poblenou,Carrer,PELLAIRES,1,25,,,,,,,2,C,HUTB-002696,8,2.209114497,41.40285246,
10-2008-0398,10,SANT MARTI,66,el Parc i la Llacuna del Poblenou,Carrer,ALMOGAVERS,2,54,,,,,,,2,1,HUTB-003678,4,2.184051389,41.39148505,
02-2008-0591,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,BALMES,1,87,,,,,,,5,2,,16,2.158910411,41.3893041,
06-2008-0187,6,GRACIA,31,la Vila de Gràcia,Carrer,BONAVISTA,2,4,,,,,,,BJ,1,HUTB-004048,6,2.157951896,41.39594281,
02-2008-0560,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,AUSIAS MARC,1,95,,,,,,,5,2,HUTB-003891,5,2.179298012,41.39321753,
02-2008-0562,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,283,,,,,,,PR,1,HUTB-003448,3,2.160208159,41.38607673,
02-2008-0563,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,283,,,,,,,PR,2,HUTB-003449,4,2.160208159,41.38607673,
02-2008-0565,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,283,,,,,,,1,1,HUTB-003450,3,2.160208159,41.38607673,
05-2008-0325,5,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,SAGUES,1,11,,13,,,,,3,2,HUTB-002115,2,2.144008102,41.39219826,
05-2008-0334,5,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Ronda,GENERAL MITRE,2,226,,,,,,,4,2,HUTB-000354,4,2.146378219,41.40378385,
06-2008-0163,6,GRACIA,31,la Vila de Gràcia,Carrer,FRANCISCO GINER,2,50,,,,,,,1,,HUTB-000229,7,2.157277421,41.39801189,
03-2008-0271,3,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,SALVA,2,78,,80,,,,,1,1,HUTB-002119,4,2.163793304,41.36965445,
03-2008-0272,3,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,SALVA,2,78,,80,,,,,1,3,HUTB-002120,6,2.163793304,41.36965445,
03-2008-0273,3,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,SALVA,2,78,,80,,,,,BJ,2,HUTB-002121,6,2.163793304,41.36965445,
06-2008-0188,6,GRACIA,31,la Vila de Gràcia,Carrer,BONAVISTA,2,4,,,,,,,BJ,2,HUTB-004049,7,2.157951896,41.39594281,
02-2008-0476,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,CALABRIA,2,160,,,,,,,3,4,HUTB-004114,12,2.150920871,41.38025671,
02-2008-0495,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Gran Via,CORTS CATALANES,1,651,,,,,,,4,3,HUTB-003557,13,2.171428475,41.39110452,
10-2008-0311,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,MALLORCA,2,534,,,,,,,1,,HUTB-001066,7,2.1809646,41.40648573,
10-2008-0312,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,MALLORCA,2,534,,,,,,,3,,HUTB-001067,7,2.1809646,41.40648573,
06-2008-0138,6,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,NAPOLS,2,282,,284,,,,,1,4,HUTB-002428,8,2.168306955,41.40123877,
06-2008-0238,6,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,VENTALLO,2,48,,,,,,,3,3,HUTB-001476,3,2.164017954,41.40653013,
06-2008-0239,6,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,VENTALLO,2,48,,,,,,,EN,1,HUTB-001470,4,2.164017954,41.40653013,
06-2008-0240,6,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,VENTALLO,2,48,,,,,,,EN,4,HUTB-001475,4,2.164017954,41.40653013,
02-2008-0544,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ROGER DE LLURIA,1,27,,,,,,,SA,,HUTB-042966,2,2.169339311,41.38993808,
02-2008-0690,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,TRAFALGAR,1,13,,,,,,,PR,,HUTB-001220,39,2.173860864,41.38721082,
02-2008-0649,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,ROSSELLO,1,419,,,,,,,6,1,HUTB-002062,10,2.171161707,41.40282667,
07-2008-0184,7,HORTA-GUINARDÓ,33,el Baix Guinardó,Carrer,MARINA,2,366,,,,,,,3,1,HUTB-000018,7,2.168556122,41.40643512,
02-2008-0470,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Ronda,SANT PERE,2,38,,,,,,,1,1,HUTB-002279,29,2.174134096,41.38787851,
06-2008-0241,6,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,VENTALLO,2,48,,,,,,,1,2,HUTB-001471,3,2.164017954,41.40653013,
06-2008-0242,6,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,VENTALLO,2,48,,,,,,,2,2,HUTB-001474,3,2.164017954,41.40653013,
06-2008-0243,6,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,VENTALLO,2,48,,,,,,,2,4,HUTB-001472,4,2.164017954,41.40653013,
06-2008-0244,6,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,VENTALLO,2,48,,,,,,,1,1,HUTB-001473,4,2.164017954,41.40653013,
06-2008-0125,6,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,ROSSELLO,1,411,,,,,,,1,,HUTB-002061,5,2.17040927,41.40226522,
05-2008-0329,5,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Ronda,GENERAL MITRE,2,226,,,,,,,1,2,HUTB-000350,4,2.146378219,41.40378385,
05-2008-0330,5,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Ronda,GENERAL MITRE,2,226,,,,,,,2,2,HUTB-000351,4,2.146378219,41.40378385,
02-2008-0366,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BRUC,1,65,,,,,,,4,1,HUTB-004075,12,2.168990426,41.39190714,
01-2013-0670,1,CIUTAT VELLA,3,la Barceloneta,Carrer,SANT MIQUEL,2,58,,,,,,,PR,,HUTB-002225,3,2.187567615,41.37687088,
05-2008-0243,5,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Carrer,FRANCOLI,2,40,,,,,,,BJ,3,HUTB-000230,10,2.145297033,41.40191915,
10-2008-0378,10,SANT MARTI,71,Provençals del Poblenou,Carrer,BAC DE RODA,2,118,,,,,,,12,3,HUTB-003916,12,2.202291041,41.40633637,
10-2008-0380,10,SANT MARTI,71,Provençals del Poblenou,Carrer,BAC DE RODA,2,118,,,,,,,12,4,HUTB-003917,12,2.202291041,41.40633637,
06-2008-0251,6,GRACIA,31,la Vila de Gràcia,Carrer,VERDI,2,14,,,,,,,2,2,HUTB-001482,6,2.156300798,41.40157519,
03-2008-0367,3,SANTS-MONTJUÏC,11,el Poble Sec,Passeig,MONTJUIC,2,32,,,,,,,4,11,HUTB-002372,4,2.170074776,41.37050579,
05-2008-0320,5,SARRIA-SANT GERVASI,23,Sarrià,Carrer,CORNET I MAS,2,4,,,,,,,1,2,HUTB-003508,3,2.122234321,41.39651149,
02-2008-0530,2,L'EIXAMPLE,10,Sant Antoni,Gran Via,CORTS CATALANES,2,516,,,,,,,3,2,HUTB-003638,8,2.157196566,41.37974919,
10-2008-0412,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,INDEPENDENCIA,2,350,,,,,,,SA,,HUTB-000770,3,2.178111049,41.40925546,
10-2008-0413,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,CORSEGA,2,662,,,,,,,EN,2,HUTB-003523,6,2.178247049,41.4095983,
02-2008-0625,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,VALENCIA,2,366,,,,,,,2,2,HUTB-001301,5,2.169461854,41.39616247,
02-2008-0627,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,VALENCIA,2,366,,,,,,,2,1,HUTB-001302,5,2.169461854,41.39616247,
02-2008-0629,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,VALENCIA,2,366,,,,,,,3,2,HUTB-001303,6,2.169461854,41.39616247,
06-2008-0189,6,GRACIA,31,la Vila de Gràcia,Carrer,BONAVISTA,2,4,,,,,,,1,1,HUTB-004050,5,2.157951896,41.39594281,
06-2008-0190,6,GRACIA,31,la Vila de Gràcia,Carrer,BONAVISTA,2,4,,,,,,,1,2,HUTB-004051,6,2.157951896,41.39594281,
06-2008-0191,6,GRACIA,31,la Vila de Gràcia,Carrer,BONAVISTA,2,4,,,,,,,1,3,HUTB-004052,4,2.157951896,41.39594281,
06-2008-0192,6,GRACIA,31,la Vila de Gràcia,Carrer,BONAVISTA,2,4,,,,,,,1,4,HUTB-004053,6,2.157951896,41.39594281,
06-2008-0193,6,GRACIA,31,la Vila de Gràcia,Carrer,BONAVISTA,2,4,,,,,,,2,1,HUTB-004054,5,2.157951896,41.39594281,
03-2008-0266,3,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,SALVA,2,78,,80,,,,,BJ,1,HUTB-002117,6,2.163793304,41.36965445,
03-2008-0267,3,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,SALVA,2,78,,80,,,,,1,2,HUTB-002118,4,2.163793304,41.36965445,
02-2008-0513,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,LLANÇA,1,25,,,,,,,1,1,HUTB-001011,7,2.145666292,41.37712682,
06-2008-0194,6,GRACIA,31,la Vila de Gràcia,Carrer,BONAVISTA,2,4,,,,,,,2,2,HUTB-004055,6,2.157951896,41.39594281,
06-2008-0195,6,GRACIA,31,la Vila de Gràcia,Carrer,BONAVISTA,2,4,,,,,,,2,3,HUTB-004056,4,2.157951896,41.39594281,
06-2008-0196,6,GRACIA,31,la Vila de Gràcia,Carrer,BONAVISTA,2,4,,,,,,,2,4,HUTB-004057,6,2.157951896,41.39594281,
02-2008-1181,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ARAGO,1,281,,,,,,,5,2,HUTB-003709,24,2.164915109,41.39137612,
02-2009-0159,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ARAGO,1,373,,,,,,,1,2,HUTB-003740,4,2.171724913,41.39652512,
02-2009-0158,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ARAGO,1,373,,,,,,,PR,2,HUTB-003739,4,2.171724913,41.39652512,
06-2008-0431,6,GRACIA,31,la Vila de Gràcia,Travessera,GRACIA,1,133,,,,,,,BJ,,HUTB-000591,4,2.155049516,41.39854671,
06-2008-0432,6,GRACIA,31,la Vila de Gràcia,Travessera,GRACIA,1,133,,,,,,,1,1,HUTB-000583,4,2.155049516,41.39854671,
06-2008-0433,6,GRACIA,31,la Vila de Gràcia,Travessera,GRACIA,1,133,,,,,,,1,2,HUTB-000590,7,2.155049516,41.39854671,
06-2008-0434,6,GRACIA,31,la Vila de Gràcia,Travessera,GRACIA,1,133,,,,,,,2,1,HUTB-000584,4,2.155049516,41.39854671,
06-2008-0435,6,GRACIA,31,la Vila de Gràcia,Travessera,GRACIA,1,133,,,,,,,2,2,HUTB-000589,7,2.155049516,41.39854671,
06-2008-0436,6,GRACIA,31,la Vila de Gràcia,Travessera,GRACIA,1,133,,,,,,,3,1,HUTB-000585,4,2.155049516,41.39854671,
02-2009-0076,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,ARIBAU,1,11,,,,,,A,PR,2,HUTB-007563,4,2.160951433,41.38434717,
02-2008-1230,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,DIPUTACIO,1,197,,,,,,,AT,,HUTB-003213,4,2.159964417,41.38418606,
