Column,host_id,host_name_x,num_host_listings,id,license,host_url,listing_url,host_about,host_name_y,latitude,longitude,minimum_nights,availability_365,last_review,neighbourhood,N_EXPEDIENT,CODI_DISTRICTE,neighbourhood_group,CODI_BARRI,BARRI,TIPUS_CARRER,CARRER,TIPUS_NUM,NUM1,LLETRA1,NUM2,LLETRA2,BLOC,PORTAL,ESCALA,PIS,PORTA,NUMERO_PLACES,LONGITUD_X,LATITUD_Y
2659,155203517.0,The Streets Apartments,5,31400628.0,HUTB-010479,https://www.airbnb.com/users/show/155203517,https://www.airbnb.com/rooms/31400628,"We are “The Streets Apartments” – a professional hosting company, run by passionate travelers. Always looking to give our guests the best experience possible. 

We love to hear your feedback on how we have done. So please don't hesitate to let us know your thoughts. Feel free to communicate with us! 

Hope to see you soon, 

The Streets Apartments team",The Streets Apartments,41.40333,2.1579099999999998,1.0,339.0,2022-12-04,Gràcia,06-2014-0324,6,GRACIA,31.0,la Vila de Gràcia,Carrer,MARE DEU DELS DESEMPARATS,1,23,,,,,,,2,1,4.0,2.1574590540000003,41.40039633
2660,10911051.0,Pool Houses Barcelona,5,2138071.0,HUTB-008631,https://www.airbnb.com/users/show/10911051,https://www.airbnb.com/rooms/2138071,"Me encanta la decoración, la moda y estar al día de las tendencias pero lo que más me gusta es conocer gente de diferentes culturas y paises y hacer que su estancia en barcelona sea lo más agradable posible",Pool Houses Barcelona,41.39728,2.10783,3.0,256.0,2022-11-14,Les Corts,04-2014-0467,4,LES CORTS,21.0,Pedralbes,Avinguda,MARE DE DEU DE LORDA,2,22,,,,,,,BJ,,7.0,2.107155197,41.39509306
2661,10911051.0,Pool Houses Barcelona,5,4542502.0,HUTB-004529,https://www.airbnb.com/users/show/10911051,https://www.airbnb.com/rooms/4542502,"Me encanta la decoración, la moda y estar al día de las tendencias pero lo que más me gusta es conocer gente de diferentes culturas y paises y hacer que su estancia en barcelona sea lo más agradable posible",Pool Houses Barcelona,41.35261,2.14768,3.0,248.0,2022-10-01,Sants-Montjuïc,02-2012-1448,2,L'EIXAMPLE,10.0,Sant Antoni,Carrer,SEPULVEDA,1,169,,,,,,,2,1,7.0,2.1612080380000003,41.38134831
2662,10911051.0,Pool Houses Barcelona,5,3833044.0,HUTB-013054,https://www.airbnb.com/users/show/10911051,https://www.airbnb.com/rooms/3833044,"Me encanta la decoración, la moda y estar al día de las tendencias pero lo que más me gusta es conocer gente de diferentes culturas y paises y hacer que su estancia en barcelona sea lo más agradable posible",Pool Houses Barcelona,41.41336,2.20847,3.0,300.0,2022-11-01,Sant Martí,10-2014-0876,10,SANT MARTI,71.0,Provençals del Poblenou,Passatge,TAULAT,2,14,,,,,,,,,2.0,2.207359723,41.41153522
2663,10911051.0,Pool Houses Barcelona,5,1839281.0,HUTB-009160,https://www.airbnb.com/users/show/10911051,https://www.airbnb.com/rooms/1839281,"Me encanta la decoración, la moda y estar al día de las tendencias pero lo que más me gusta es conocer gente de diferentes culturas y paises y hacer que su estancia en barcelona sea lo más agradable posible",Pool Houses Barcelona,41.35265,2.14775,4.0,267.0,2022-11-17,Sants-Montjuïc,03-2014-0217,3,SANTS-MONTJUÏC,12.0,la Marina del Prat Vermell,Carrer,GABRIEL MIRO,2,14,,,,,,,BJ,,3.0,2.146622145,41.35078908
2664,10911051.0,Pool Houses Barcelona,5,1410802.0,HUTB-009161,https://www.airbnb.com/users/show/10911051,https://www.airbnb.com/rooms/1410802,"Me encanta la decoración, la moda y estar al día de las tendencias pero lo que más me gusta es conocer gente de diferentes culturas y paises y hacer que su estancia en barcelona sea lo más agradable posible",Pool Houses Barcelona,41.35301,2.14827,3.0,317.0,2022-11-21,Sants-Montjuïc,03-2014-0218,3,SANTS-MONTJUÏC,12.0,la Marina del Prat Vermell,Carrer,GABRIEL MIRO,2,16,,,,,,,BJ,,3.0,2.146622145,41.35078908
2665,1820272.0,Rosa,5,2114892.0,HUTB-011088,https://www.airbnb.com/users/show/1820272,https://www.airbnb.com/rooms/2114892,"Im a positive and energetic woman! I love travelling, meeting people and heping everybody. I love places with something special essence!
I was a basketball professional player, I studiet phisiotheapist and now Im managing some apartments in Barcelona and Cadaques.

Soy una persona alegre, que me gusta viajar, conocer diferentes culturas y disfrutar de la vida. Me gustan los lugares con una esencia especial. ",Rosa,41.40388,2.20103,2.0,359.0,2022-10-23,Sant Martí,10-2014-0392,10,SANT MARTI,68.0,el Poblenou,Carrer,LLATZERET,2,14,,,,,,,BJ,2,2.0,2.20056533,41.40122158
2666,1820272.0,Rosa,5,906559.0,HUTB-004553,https://www.airbnb.com/users/show/1820272,https://www.airbnb.com/rooms/906559,"Im a positive and energetic woman! I love travelling, meeting people and heping everybody. I love places with something special essence!
I was a basketball professional player, I studiet phisiotheapist and now Im managing some apartments in Barcelona and Cadaques.

Soy una persona alegre, que me gusta viajar, conocer diferentes culturas y disfrutar de la vida. Me gustan los lugares con una esencia especial. ",Rosa,41.39233,2.1800200000000003,2.0,239.0,2022-11-29,Eixample,02-2012-1862,2,L'EIXAMPLE,5.0,el Fort Pienc,Carrer,ALI BEI,1,57,,,,,,,3,4,3.0,2.179427885,41.39163055
2667,1820272.0,Rosa,5,3350180.0,HUTB-010804,https://www.airbnb.com/users/show/1820272,https://www.airbnb.com/rooms/3350180,"Im a positive and energetic woman! I love travelling, meeting people and heping everybody. I love places with something special essence!
I was a basketball professional player, I studiet phisiotheapist and now Im managing some apartments in Barcelona and Cadaques.

Soy una persona alegre, que me gusta viajar, conocer diferentes culturas y disfrutar de la vida. Me gustan los lugares con una esencia especial. ",Rosa,41.37338,2.16462,2.0,250.0,2022-11-30,Sants-Montjuïc,03-2014-0430,3,SANTS-MONTJUÏC,11.0,el Poble Sec,Carrer,POETA CABANYES,1,17,,,,,,,PR,1,2.0,2.16468316,41.37244777
2668,1820272.0,Rosa,5,1728329.0,HUTB-009001,https://www.airbnb.com/users/show/1820272,https://www.airbnb.com/rooms/1728329,"Im a positive and energetic woman! I love travelling, meeting people and heping everybody. I love places with something special essence!
I was a basketball professional player, I studiet phisiotheapist and now Im managing some apartments in Barcelona and Cadaques.

Soy una persona alegre, que me gusta viajar, conocer diferentes culturas y disfrutar de la vida. Me gustan los lugares con una esencia especial. ",Rosa,41.39162,2.1806200000000002,2.0,185.0,2022-12-01,Ciutat Vella,02-2014-0638,2,L'EIXAMPLE,5.0,el Fort Pienc,Carrer,ALI BEI,1,57,,,,,,,2,1,2.0,2.179427885,41.39163055
2669,1820272.0,Rosa,5,359841.0,HUTB-003912,https://www.airbnb.com/users/show/1820272,https://www.airbnb.com/rooms/359841,"Im a positive and energetic woman! I love travelling, meeting people and heping everybody. I love places with something special essence!
I was a basketball professional player, I studiet phisiotheapist and now Im managing some apartments in Barcelona and Cadaques.

Soy una persona alegre, que me gusta viajar, conocer diferentes culturas y disfrutar de la vida. Me gustan los lugares con una esencia especial. ",Rosa,41.40502,2.20802,2.0,263.0,2022-12-04,Sant Martí,10-2012-0074,10,SANT MARTI,68.0,el Poblenou,Carrer,BAC DE RODA,1,43,,,,,,,2,2,5.0,2.207597465,41.40196939
2670,466791361.0,Lucas Sebastian,4,6.680152033506609e+17,HUTB-004726,https://www.airbnb.com/users/show/466791361,https://www.airbnb.com/rooms/668015203350660832,"my name is Lucas and I am very happy to be Host on AirBnb. I managing my properties in Barcelona city center for few years and that gave me a lot of experience and knowledge to be a Good Host on this amazing website . Service and enjoyment are my passion so whenever you are looking for short or long term stay in Barcelona, I will be able to help you and I wiIll advise you if you looking for help and information . I love meeting people from all over the world and introducing them to my wonderful city. We hope you will find my apartments both comfortable and fun. ",Lucas Sebastian,41.379329999999996,2.16583,3.0,57.0,2022-11-14,Ciutat Vella,04-2012-0357,4,LES CORTS,19.0,les Corts,Avinguda,DIAGONAL,1,511,,,,,,,6,4,6.0,2.139901322,41.38959572
2671,466791361.0,Lucas Sebastian,4,6.69137154724265e+17,HUTB-013326,https://www.airbnb.com/users/show/466791361,https://www.airbnb.com/rooms/669137154724264953,"my name is Lucas and I am very happy to be Host on AirBnb. I managing my properties in Barcelona city center for few years and that gave me a lot of experience and knowledge to be a Good Host on this amazing website . Service and enjoyment are my passion so whenever you are looking for short or long term stay in Barcelona, I will be able to help you and I wiIll advise you if you looking for help and information . I love meeting people from all over the world and introducing them to my wonderful city. We hope you will find my apartments both comfortable and fun. ",Lucas Sebastian,41.38357,2.17282,3.0,56.0,2022-10-25,Ciutat Vella,02-2009-1191,2,L'EIXAMPLE,10.0,Sant Antoni,Carrer,VILADOMAT,2,70,,,,,,,4,2,6.0,2.158269579,41.37641179
2672,466791361.0,Lucas Sebastian,4,6.691339832216653e+17,HUTB-008257,https://www.airbnb.com/users/show/466791361,https://www.airbnb.com/rooms/669133983221665320,"my name is Lucas and I am very happy to be Host on AirBnb. I managing my properties in Barcelona city center for few years and that gave me a lot of experience and knowledge to be a Good Host on this amazing website . Service and enjoyment are my passion so whenever you are looking for short or long term stay in Barcelona, I will be able to help you and I wiIll advise you if you looking for help and information . I love meeting people from all over the world and introducing them to my wonderful city. We hope you will find my apartments both comfortable and fun. ",Lucas Sebastian,41.384029999999996,2.1571,9.0,73.0,2022-10-26,Eixample,02-2014-0013,2,L'EIXAMPLE,10.0,Sant Antoni,Carrer,CALABRIA,2,54,,,,,,,1,1,6.0,2.156901104,41.37573507
2673,466791361.0,Lucas Sebastian,4,6.68019183155435e+17,HUTB-005541,https://www.airbnb.com/users/show/466791361,https://www.airbnb.com/rooms/668019183155434988,"my name is Lucas and I am very happy to be Host on AirBnb. I managing my properties in Barcelona city center for few years and that gave me a lot of experience and knowledge to be a Good Host on this amazing website . Service and enjoyment are my passion so whenever you are looking for short or long term stay in Barcelona, I will be able to help you and I wiIll advise you if you looking for help and information . I love meeting people from all over the world and introducing them to my wonderful city. We hope you will find my apartments both comfortable and fun. ",Lucas Sebastian,41.375409999999995,2.15639,3.0,55.0,2022-11-20,Eixample,02-2011-1215,2,L'EIXAMPLE,8.0,l'Antiga Esquerra de l'Eixample,Carrer,PROVENÇA,2,232,,,,,,,PR,1,3.0,2.156105738,41.38951425
2674,383697.0,Anna,4,46521048.0,HUTB-001777,https://www.airbnb.com/users/show/383697,https://www.airbnb.com/rooms/46521048,"My name is Anna, I am from Barcelona.

I speak several languages and I like communicating with people.
I have been living abroad for a few years and only after coming back I realized how beautiful and special my city is.

The apartments I rent, I would gladly live in. They are very well situated right in the center, near the best shopping areas, cafes and important city sights.

Don't hesitate to contact me for anything you may need, I'll answer as fast as I can!

Barcelonafifteen 
@top.barcelona",Anna,41.384440000000005,2.16742,1.0,290.0,2022-06-20,Ciutat Vella,01-2013-0269,1,CIUTAT VELLA,1.0,el Raval,Carrer,TALLERS,2,28,,,,,,,3,2,6.0,2.167285156,41.38301536
2675,383697.0,Anna,4,6.794519266476334e+17,HUTB-001779,https://www.airbnb.com/users/show/383697,https://www.airbnb.com/rooms/679451926647633443,"My name is Anna, I am from Barcelona.

I speak several languages and I like communicating with people.
I have been living abroad for a few years and only after coming back I realized how beautiful and special my city is.

The apartments I rent, I would gladly live in. They are very well situated right in the center, near the best shopping areas, cafes and important city sights.

Don't hesitate to contact me for anything you may need, I'll answer as fast as I can!

Barcelonafifteen 
@top.barcelona",Anna,41.38425,2.16839,1.0,283.0,2022-11-03,Ciutat Vella,01-2013-0270,1,CIUTAT VELLA,1.0,el Raval,Carrer,TALLERS,1,61,,,,,,,EN,1A,12.0,2.166348045,41.38298775
2676,383697.0,Anna,4,14020724.0,HUTB-001779,https://www.airbnb.com/users/show/383697,https://www.airbnb.com/rooms/14020724,"My name is Anna, I am from Barcelona.

I speak several languages and I like communicating with people.
I have been living abroad for a few years and only after coming back I realized how beautiful and special my city is.

The apartments I rent, I would gladly live in. They are very well situated right in the center, near the best shopping areas, cafes and important city sights.

Don't hesitate to contact me for anything you may need, I'll answer as fast as I can!

Barcelonafifteen 
@top.barcelona",Anna,41.37229,2.1661200000000003,1.0,277.0,2022-11-26,Sants-Montjuïc,01-2013-0270,1,CIUTAT VELLA,1.0,el Raval,Carrer,TALLERS,1,61,,,,,,,EN,1A,12.0,2.166348045,41.38298775
2677,383697.0,Anna,4,6.127393206976972e+17,HUTB-005078,https://www.airbnb.com/users/show/383697,https://www.airbnb.com/rooms/612739320697697115,"My name is Anna, I am from Barcelona.

I speak several languages and I like communicating with people.
I have been living abroad for a few years and only after coming back I realized how beautiful and special my city is.

The apartments I rent, I would gladly live in. They are very well situated right in the center, near the best shopping areas, cafes and important city sights.

Don't hesitate to contact me for anything you may need, I'll answer as fast as I can!

Barcelonafifteen 
@top.barcelona",Anna,41.39485,2.15849,1.0,343.0,2022-11-14,Eixample,02-2013-0271,2,L'EIXAMPLE,7.0,la Dreta de l'Eixample,Carrer,AUSIAS MARC,1,5,,,,,,,AT,2,7.0,2.17268132,41.38826366
2678,26193907.0,Lucasland,4,41895963.0,HUTB-013062,https://www.airbnb.com/users/show/26193907,https://www.airbnb.com/rooms/41895963,,Lucasland,41.40285,2.17734,2.0,321.0,2022-10-30,Eixample,02-2014-2078,2,L'EIXAMPLE,6.0,la Sagrada Família,Carrer,VALENCIA,1,439,,,,,,,3,2,3.0,2.1751959569999997,41.40074063
2679,26193907.0,Lucasland,4,41895796.0,HUTB-013061,https://www.airbnb.com/users/show/26193907,https://www.airbnb.com/rooms/41895796,,Lucasland,41.402809999999995,2.17745,2.0,326.0,2022-11-01,Eixample,02-2014-2076,2,L'EIXAMPLE,6.0,la Sagrada Família,Carrer,VALENCIA,1,439,,,,,,,2,2,3.0,2.1751959569999997,41.40074063
2680,26193907.0,Lucasland,4,41895465.0,HUTB-013060,https://www.airbnb.com/users/show/26193907,https://www.airbnb.com/rooms/41895465,,Lucasland,41.4034,2.17585,2.0,183.0,2022-11-20,Eixample,02-2014-2067,2,L'EIXAMPLE,6.0,la Sagrada Família,Carrer,VALENCIA,1,439,,,,,,,2,1,4.0,2.1751959569999997,41.40074063
2681,26193907.0,Lucasland,4,41896056.0,HUTB-013063,https://www.airbnb.com/users/show/26193907,https://www.airbnb.com/rooms/41896056,,Lucasland,41.403659999999995,2.17561,2.0,323.0,2022-11-27,Eixample,02-2014-2079,2,L'EIXAMPLE,6.0,la Sagrada Família,Carrer,VALENCIA,1,439,,,,,,,4,2,3.0,2.1751959569999997,41.40074063
2682,468310649.0,Numa Caja,4,6.686398642029668e+17,HUTB-005633,https://www.airbnb.com/users/show/468310649,https://www.airbnb.com/rooms/668639864202966724,"In a world of stuffy, faceless hotels, we’re leading the industry into a new era. We’re replacing the unnecessary hassle with simplicity and delight. Mixing technology and taste together in the world’s greatest neighbourhoods, we create stays that are unashamedly original and unforgettably authentic. With the comforts of home and the quality of a boutique hotel, we make sure you have everything you need to live like a local, escape for a weekend, or unwind during a business trip. Want to stay with us for longer? We’ve designed our properties with your joy in mind, whether you stay for a night, a week, or a season.",Numa Caja,41.37807,2.15403,1.0,289.0,2022-08-02,Eixample,02-2013-0600,2,L'EIXAMPLE,10.0,Sant Antoni,Carrer,ENTENÇA,1,33,,,,,,,1,2,9.0,2.152739501,41.3751941
2683,468310649.0,Numa Caja,4,6.686324058638624e+17,HUTB-004736,https://www.airbnb.com/users/show/468310649,https://www.airbnb.com/rooms/668632405863862457,"In a world of stuffy, faceless hotels, we’re leading the industry into a new era. We’re replacing the unnecessary hassle with simplicity and delight. Mixing technology and taste together in the world’s greatest neighbourhoods, we create stays that are unashamedly original and unforgettably authentic. With the comforts of home and the quality of a boutique hotel, we make sure you have everything you need to live like a local, escape for a weekend, or unwind during a business trip. Want to stay with us for longer? We’ve designed our properties with your joy in mind, whether you stay for a night, a week, or a season.",Numa Caja,41.37594,2.15468,1.0,258.0,2022-09-18,Eixample,02-2012-1957,2,L'EIXAMPLE,10.0,Sant Antoni,Carrer,ENTENÇA,1,33,,,,,,,PR,2,8.0,2.152739501,41.3751941
2684,468310649.0,Numa Caja,4,6.686201995659325e+17,HUTB-004737,https://www.airbnb.com/users/show/468310649,https://www.airbnb.com/rooms/668620199565932485,"In a world of stuffy, faceless hotels, we’re leading the industry into a new era. We’re replacing the unnecessary hassle with simplicity and delight. Mixing technology and taste together in the world’s greatest neighbourhoods, we create stays that are unashamedly original and unforgettably authentic. With the comforts of home and the quality of a boutique hotel, we make sure you have everything you need to live like a local, escape for a weekend, or unwind during a business trip. Want to stay with us for longer? We’ve designed our properties with your joy in mind, whether you stay for a night, a week, or a season.",Numa Caja,41.37623,2.15278,1.0,296.0,2022-11-11,Eixample,02-2012-1956,2,L'EIXAMPLE,10.0,Sant Antoni,Carrer,ENTENÇA,1,33,,,,,,,PR,1,8.0,2.152739501,41.3751941
2685,468310649.0,Numa Caja,4,6.684738285776238e+17,HUTB-004739,https://www.airbnb.com/users/show/468310649,https://www.airbnb.com/rooms/668473828577623766,"In a world of stuffy, faceless hotels, we’re leading the industry into a new era. We’re replacing the unnecessary hassle with simplicity and delight. Mixing technology and taste together in the world’s greatest neighbourhoods, we create stays that are unashamedly original and unforgettably authentic. With the comforts of home and the quality of a boutique hotel, we make sure you have everything you need to live like a local, escape for a weekend, or unwind during a business trip. Want to stay with us for longer? We’ve designed our properties with your joy in mind, whether you stay for a night, a week, or a season.",Numa Caja,41.37673,2.15484,1.0,252.0,2022-12-01,Eixample,02-2012-1958,2,L'EIXAMPLE,10.0,Sant Antoni,Carrer,ENTENÇA,1,33,,,,,,,6,,3.0,2.152739501,41.3751941
2686,6166581.0,Koni,4,2860194.0,HUTB-009963,https://www.airbnb.com/users/show/6166581,https://www.airbnb.com/rooms/2860194,Hi im Koni,Koni,41.389439,2.1740630000000003,2.0,251.0,2022-11-21,Eixample,02-2014-1138,2,L'EIXAMPLE,7.0,la Dreta de l'Eixample,Ronda,SANT PERE,2,26,,,,,,,4,2,4.0,2.173138819,41.38750638
2687,6166581.0,Koni,4,1482060.0,HUTB-004803,https://www.airbnb.com/users/show/6166581,https://www.airbnb.com/rooms/1482060,Hi im Koni,Koni,41.38868,2.17508,2.0,215.0,2022-11-25,Ciutat Vella,02-2012-2037,2,L'EIXAMPLE,7.0,la Dreta de l'Eixample,Ronda,SANT PERE,2,26,,,,,,,4,1,4.0,2.173138819,41.38750638
2688,6166581.0,Koni,4,2131496.0,HUTB-009393,https://www.airbnb.com/users/show/6166581,https://www.airbnb.com/rooms/2131496,Hi im Koni,Koni,41.39017,2.1734299999999998,2.0,243.0,2022-11-27,Eixample,02-2014-0534,2,L'EIXAMPLE,7.0,la Dreta de l'Eixample,Ronda,SANT PERE,2,26,,,,,,,6,1,4.0,2.173138819,41.38750638
2689,6166581.0,Koni,4,3567993.0,HUTB-009962,https://www.airbnb.com/users/show/6166581,https://www.airbnb.com/rooms/3567993,Hi im Koni,Koni,41.388709999999996,2.17348,2.0,227.0,2022-11-27,Ciutat Vella,02-2014-1137,2,L'EIXAMPLE,7.0,la Dreta de l'Eixample,Ronda,SANT PERE,2,26,,,,,,,6,2,4.0,2.173138819,41.38750638
2690,340955357.0,Dmitriy&Jaume,4,42832993.0,HUTB-001691,https://www.airbnb.com/users/show/340955357,https://www.airbnb.com/rooms/42832993,,Dmitriy&Jaume,41.39886,2.15961,3.0,35.0,2022-11-01,Gràcia,06-2010-0533,6,GRACIA,31.0,la Vila de Gràcia,Carrer,SANTA TECLA,1,3,,,,,,,2,4,3.0,2.159235705,41.39627127
2691,340955357.0,Dmitriy&Jaume,4,42808385.0,HUTB-001690,https://www.airbnb.com/users/show/340955357,https://www.airbnb.com/rooms/42808385,,Dmitriy&Jaume,41.39922,2.15948,3.0,45.0,2022-11-08,Gràcia,06-2010-0532,6,GRACIA,31.0,la Vila de Gràcia,Carrer,SANTA TECLA,1,3,,,,,,,2,3,3.0,2.159235705,41.39627127
2692,340955357.0,Dmitriy&Jaume,4,42848476.0,HUTB-001689,https://www.airbnb.com/users/show/340955357,https://www.airbnb.com/rooms/42848476,,Dmitriy&Jaume,41.39895,2.16113,3.0,43.0,2022-11-09,Gràcia,06-2010-0523,6,GRACIA,31.0,la Vila de Gràcia,Carrer,SANTA TECLA,1,3,,,,,,,3,4,3.0,2.159235705,41.39627127
2693,340955357.0,Dmitriy&Jaume,4,42807885.0,HUTB-001698,https://www.airbnb.com/users/show/340955357,https://www.airbnb.com/rooms/42807885,,Dmitriy&Jaume,41.39727,2.1596599999999997,3.0,45.0,2022-11-20,Gràcia,06-2010-0338,6,GRACIA,31.0,la Vila de Gràcia,Carrer,SANTA TECLA,1,3,,,,,,,1,3,3.0,2.159235705,41.39627127
2694,8130969.0,Mar,4,2065950.0,HUTB-013630,https://www.airbnb.com/users/show/8130969,https://www.airbnb.com/rooms/2065950,"Soy de Barcelona.
Me gusta montar a caballo 
Mi profesión es arquitecta",Mar,41.38962,2.1558200000000003,4.0,214.0,2022-11-15,Eixample,02-2013-1174,2,L'EIXAMPLE,8.0,l'Antiga Esquerra de l'Eixample,Carrer,ARIBAU,1,105,,,,,,,PR,1,6.0,2.155371995,41.38856524
2695,8130969.0,Mar,4,50124034.0,HUTB-006951,https://www.airbnb.com/users/show/8130969,https://www.airbnb.com/rooms/50124034,"Soy de Barcelona.
Me gusta montar a caballo 
Mi profesión es arquitecta",Mar,41.391329999999996,2.15544,4.0,161.0,2022-11-15,Eixample,02-2013-1263,2,L'EIXAMPLE,8.0,l'Antiga Esquerra de l'Eixample,Carrer,ARIBAU,1,105,,,,,,,PR,2,7.0,2.155371995,41.38856524
2696,8130969.0,Mar,4,8647150.0,HUTB-010847,https://www.airbnb.com/users/show/8130969,https://www.airbnb.com/rooms/8647150,"Soy de Barcelona.
Me gusta montar a caballo 
Mi profesión es arquitecta",Mar,41.38434982299805,2.1407370567321777,4.0,257.0,2022-11-21,Les Corts,04-2014-0155,4,LES CORTS,19.0,les Corts,Carrer,BERLIN,1,87,,,,,,,6,1,11.0,2.139625456,41.38249836
2697,8130969.0,Mar,4,1523790.0,HUTB-005861,https://www.airbnb.com/users/show/8130969,https://www.airbnb.com/rooms/1523790,"Soy de Barcelona.
Me gusta montar a caballo 
Mi profesión es arquitecta",Mar,41.40521240234375,2.1758370399475098,4.0,196.0,2022-11-22,Eixample,02-2013-0787,2,L'EIXAMPLE,6.0,la Sagrada Família,Carrer,LEPANT,2,292,,,,,,,EN,3,6.0,2.174782408,41.40333159
2698,8164313.0,Jordi,4,35488866.0,HUTB-007319,https://www.airbnb.com/users/show/8164313,https://www.airbnb.com/rooms/35488866,,Jordi,41.40238,2.15531,2.0,129.0,2022-11-21,Gràcia,06-2013-0544,6,GRACIA,31.0,la Vila de Gràcia,Carrer,JAEN,2,6,,,,,,,1,3,4.0,2.154515676,41.40146684
2699,8164313.0,Jordi,4,2469678.0,HUTB-007310,https://www.airbnb.com/users/show/8164313,https://www.airbnb.com/rooms/2469678,,Jordi,41.39894,2.1719999999999997,2.0,108.0,2022-11-21,Eixample,02-2013-1665,2,L'EIXAMPLE,7.0,la Dreta de l'Eixample,Avinguda,DIAGONAL,1,305,,,,,,,PR,2B,4.0,2.1720718,41.39785736
2700,8164313.0,Jordi,4,5143895.0,HUTB-007335,https://www.airbnb.com/users/show/8164313,https://www.airbnb.com/rooms/5143895,,Jordi,41.4066,2.15674,2.0,122.0,2022-11-25,Gràcia,06-2013-0545,6,GRACIA,31.0,la Vila de Gràcia,Carrer,MARTI,1,43,,,,,,,3,5,4.0,2.155177385,41.40559314
2701,8164313.0,Jordi,4,1530586.0,HUTB-007396,https://www.airbnb.com/users/show/8164313,https://www.airbnb.com/rooms/1530586,,Jordi,41.40638,2.15709,2.0,84.0,2022-11-27,Gràcia,06-2013-0546,6,GRACIA,31.0,la Vila de Gràcia,Carrer,MARTI,1,43,,,,,,,BJ,2,2.0,2.155177385,41.40559314
2702,9922976.0,Isa  Y Juan,4,33698168.0,HUTB-007394,https://www.airbnb.com/users/show/9922976,https://www.airbnb.com/rooms/33698168,"I am a citizen of the world.
  practitioner of several sports, nature lover ... hiking, yoga, I like the music and experience different cultures.
I love to show my city from another point of view, cuisine, music, travel, laugh and share moments with friends.
My property is registered in the Directorate General of Tourism y Comunidad de Madrid.

Atentamente
Isa y Juan

 Soy ciudadana del mundo, practicante de varios deportes, amante de la naturaleza, senderismo, yoga, la música y de conocer diferentes culturas. 
Me encanta mostrar mi ciudad desde otro punto de vista, la gastronomía, la música, viajar, reir y compartir momentos con amigos. 
Mis  alojamientos  están dados de alta en la Dirección General de Turismo, Ayuntamiento y Generalitat de 
Barcelona y Comunidad de Madrid

atentamente
Isa y Juan

",Isa  Y Juan,41.43026,2.18408,6.0,88.0,2022-11-02,Sant Andreu,09-2013-0270,9,SANT ANDREU,60.0,Sant Andreu,Carrer,CONCEPCION ARENAL,2,234,,,,,,,1,1,6.0,2.183463386,41.42943684
2703,9922976.0,Isa  Y Juan,4,50343565.0,HUTB-007394,https://www.airbnb.com/users/show/9922976,https://www.airbnb.com/rooms/50343565,"I am a citizen of the world.
  practitioner of several sports, nature lover ... hiking, yoga, I like the music and experience different cultures.
I love to show my city from another point of view, cuisine, music, travel, laugh and share moments with friends.
My property is registered in the Directorate General of Tourism y Comunidad de Madrid.

Atentamente
Isa y Juan

 Soy ciudadana del mundo, practicante de varios deportes, amante de la naturaleza, senderismo, yoga, la música y de conocer diferentes culturas. 
Me encanta mostrar mi ciudad desde otro punto de vista, la gastronomía, la música, viajar, reir y compartir momentos con amigos. 
Mis  alojamientos  están dados de alta en la Dirección General de Turismo, Ayuntamiento y Generalitat de 
Barcelona y Comunidad de Madrid

atentamente
Isa y Juan

",Isa  Y Juan,41.43215,2.18496,5.0,73.0,2022-11-12,Sant Andreu,09-2013-0270,9,SANT ANDREU,60.0,Sant Andreu,Carrer,CONCEPCION ARENAL,2,234,,,,,,,1,1,6.0,2.183463386,41.42943684
2704,9922976.0,Isa  Y Juan,4,1912837.0,HUTB-010042,https://www.airbnb.com/users/show/9922976,https://www.airbnb.com/rooms/1912837,"I am a citizen of the world.
  practitioner of several sports, nature lover ... hiking, yoga, I like the music and experience different cultures.
I love to show my city from another point of view, cuisine, music, travel, laugh and share moments with friends.
My property is registered in the Directorate General of Tourism y Comunidad de Madrid.

Atentamente
Isa y Juan

 Soy ciudadana del mundo, practicante de varios deportes, amante de la naturaleza, senderismo, yoga, la música y de conocer diferentes culturas. 
Me encanta mostrar mi ciudad desde otro punto de vista, la gastronomía, la música, viajar, reir y compartir momentos con amigos. 
Mis  alojamientos  están dados de alta en la Dirección General de Turismo, Ayuntamiento y Generalitat de 
Barcelona y Comunidad de Madrid

atentamente
Isa y Juan

",Isa  Y Juan,41.3769,2.14758,5.0,77.0,2022-11-15,Eixample,02-2014-0943,2,L'EIXAMPLE,9.0,la Nova Esquerra de l'Eixample,Carrer,DIPUTACIO,2,4,,,,,,,1,3,10.0,2.148600068,41.37532878
